safe,release_speed,plate_x,plate_z,pop_time,exchange_time,arm_strength,lead,sprint_speed,swing,delta_run_exp
0,94,1.73,4.4,1.916411765,0.61366,80.205576275,11.013125,27.8,0,-0.174
1,79.3,-0.06,2.29,1.916411765,0.61366,80.205576275,11.013125,28.8,0,-0.062
1,91.8,0.56,2.72,2.004464286,0.606464286,73.100725357,11.013125,28.6,0,-0.046
1,79.3,0.35,2.07,2.004464286,0.606464286,73.100725357,11.013125,27.1,0,-0.447
1,86.5,-0.22,0.56,2.004464286,0.606464286,73.100725357,11.013125,28.4,1,-0.215
1,90.6,0.47,1.83,1.871552632,0.673368421,85.377670789,11.83575,27.7,0,-0.084
1,92.2,-0.69,2.15,1.871552632,0.673368421,85.377670789,11.83575,29.3,0,-0.054
0,90.5,-0.17,3,1.9385,0.711272727,83.613278636,11.83575,29.6,0,-0.062
1,92.1,-0.74,1.07,1.871552632,0.673368421,85.377670789,11.83575,28,0,0.025
1,98.3,0.98,1.69,2.062634921,0.682983871,74.736537742,12.110111111,26.7,0,0.042
1,98.4,0.59,1.51,2.062634921,0.682983871,74.736537742,12.110111111,28.2,0,0.054
1,91.5,0.16,1.18,2.062634921,0.682983871,74.736537742,12.110111111,26.4,1,-0.05
1,97.3,0.11,2.72,2.062634921,0.682983871,74.736537742,12.110111111,28.9,0,-0.05
1,95.7,0.48,2.5,1.935111111,0.650444444,82.370238333,12.110111111,28.3,0,-0.082
1,97.1,0.23,2.16,2.062634921,0.682983871,74.736537742,12.110111111,28.9,0,-0.064
1,97.5,0.64,2.72,2.062634921,0.682983871,74.736537742,12.110111111,28.3,1,-0.188
1,90,0.16,1.62,2.062634921,0.682983871,74.736537742,11.741,29.3,1,-0.043
1,86.6,1.2,1.98,2.062634921,0.682983871,74.736537742,11.741,28.6,1,-0.234
1,99,1.24,3.68,2.062634921,0.682983871,74.736537742,11.741,28.3,0,0.03
1,99.5,0.2,2.28,2.062634921,0.682983871,74.736537742,11.741,26.7,1,-0.447
1,89.4,0.66,1.61,1.999631579,0.741947368,79.425751579,11.05,27.2,0,0.063
1,94.6,1.47,3.49,1.864914894,0.594765957,81.76931234,11.05,28.4,0,0.028
1,96.9,-0.55,3.33,1.9662,0.671575,79.392791,11.019,28.1,1,-0.188
1,86.5,-0.5,0.94,2.010243902,0.708121951,77.730293415,11.019,28.3,0,0.012
1,83.3,-0.42,0.96,2.010243902,0.708121951,77.730293415,11.019,28.4,1,-0.215
1,84.1,-0.01,1.19,1.9662,0.671575,79.392791,11.019,27.7,1,-0.215
1,94.8,-1.89,2.42,1.947083333,0.686208333,81.564095833,10.8195,27.5,0,0.031
1,95.5,0.17,3.54,1.947083333,0.686208333,81.564095833,10.8195,27.7,0,0.054
1,89.1,-0.73,2.24,1.951827586,0.623172414,77.592213793,10.8195,26.8,1,-0.447
1,83.3,0.04,1.08,1.947083333,0.686208333,81.564095833,10.8195,29,1,-0.065
1,89.4,0.86,1.13,1.951827586,0.623172414,77.592213793,10.8195,28.4,0,0.017
1,94,-1.5,2.94,1.951827586,0.623172414,77.592213793,10.8195,29,0,0.025
1,94.1,1.1,1.93,2.002782609,0.636478261,75.18220087,11.833545455,28.2,0,0.031
1,92.8,0.5,4.08,2.002782609,0.636478261,75.18220087,11.833545455,30.3,0,0.025
1,92,0.01,5.45,2.004464286,0.606464286,73.100725357,11.833545455,27.8,0,0.017
1,94.3,2.3,2.28,2.002782609,0.636478261,75.18220087,11.833545455,27.8,0,0.025
1,93.7,1.83,2.76,1.944807692,0.656807692,80.619809615,11.833545455,28.2,0,0.068
1,92.6,0.34,1.46,1.944807692,0.656807692,80.619809615,11.833545455,27.9,0,0.151
1,93,0.27,2.25,1.903727273,0.563636364,76.900078182,11.833545455,29.7,0,-0.054
1,84.2,0.34,1.97,2.004464286,0.606464286,73.100725357,11.833545455,28.8,1,-0.064
1,94.8,1.67,2.12,2.004464286,0.606464286,73.100725357,11.833545455,28.7,0,0.13
1,93.1,-1.21,2.46,2.002782609,0.636478261,75.18220087,11.833545455,29.5,0,0.054
1,95.7,-0.49,2.81,1.916411765,0.61366,80.205576275,11.833545455,28.8,0,-0.247
1,74,0.43,2.73,1.984390244,0.626,75.6493005,10.929,28.7,0,-0.038
1,84.7,-0.22,1.59,1.969018868,0.703018868,81.248361321,11.199125,27.8,0,0.042
0,81.7,0.93,0.22,1.969018868,0.703018868,81.248361321,11.199125,27.2,0,-0.202
1,82.2,0.35,1.09,1.969018868,0.703018868,81.248361321,11.199125,27.4,0,0.054
0,89.9,0.88,1.57,1.969018868,0.703018868,81.248361321,11.199125,28.3,0,0.082
1,85.6,0.58,3.41,1.930057692,0.6645,82.041094038,11.265875,28.9,0,0.054
1,92.5,0.21,3.03,1.9025,0.6935,85.019357813,11.265875,30.5,0,-0.054
1,80.2,1.57,0.76,1.930057692,0.6645,82.041094038,11.265875,29.6,0,0.132
1,82.7,-0.83,2.69,1.9025,0.6935,85.019357813,11.265875,29,0,0.031
1,89.6,-2.02,3.96,1.930057692,0.6645,82.041094038,11.265875,28.1,0,0.117
1,74.7,-0.6,1.86,1.9025,0.6935,85.019357813,11.265875,27.9,0,-0.054
1,75.7,-1.02,3.33,1.9025,0.6935,85.019357813,11.265875,28.2,0,0.068
1,92.6,0.35,4.23,1.9025,0.6935,85.019357813,11.265875,28.2,0,0.036
0,96.3,-1.44,3.68,1.9810625,0.63575,75.00304625,13.05,30.2,0,-0.174
1,83.8,0.29,1.55,1.9810625,0.63575,75.00304625,13.05,28.1,0,0.063
1,89,1.02,0.63,1.9810625,0.63575,75.00304625,13.05,27.8,0,0.017
1,81,1.6,1.61,1.900304348,0.654136364,82.805156364,11.562333333,28.7,0,0.025
1,94.2,-0.39,2.34,2.078272727,0.687787879,74.363536061,11.562333333,25,0,-0.062
1,84,0.84,1.39,1.970157895,0.671368421,79.239283947,13.5258,28.3,0,0.055
1,89.8,-0.33,1.31,1.970157895,0.671368421,79.239283947,13.5258,29,0,0.028
1,96,0,3.17,1.970157895,0.671368421,79.239283947,13.5258,28.6,0,-0.038
1,94.7,2.04,1.58,1.893980392,0.673568627,84.000011176,13.5258,28.8,0,0.042
1,94.7,-0.31,4.08,1.970157895,0.671368421,79.239283947,13.5258,29.2,0,0.03
1,85.1,-0.29,0.71,1.990666667,0.643086957,77.33972,11.955,26.8,0,0.054
0,91,-0.15,0.71,1.990666667,0.643086957,77.33972,11.955,28.4,0,0.063
0,86.8,-0.05,3.27,1.9636,0.652533333,78.464548222,11.71125,28.1,0,-0.072
1,75.9,-0.57,0.89,2.046481481,0.698407407,76.033017778,11.71125,28.5,0,0.045
0,86.6,-1.31,1.98,2.046481481,0.698407407,76.033017778,11.71125,28.4,1,-0.37
1,87,-1.25,2.27,2.046481481,0.698407407,76.033017778,11.71125,26.7,0,0.045
1,81.5,1.67,0.72,1.947083333,0.686208333,81.564095833,11.724142857,28.3,1,-0.215
1,90.3,0.39,3.98,1.947083333,0.686208333,81.564095833,11.724142857,27,1,-0.062
0,84.1,-1.08,1.97,1.951827586,0.623172414,77.592213793,11.724142857,26.7,1,-0.37
0,89.3,-0.55,3.86,1.951827586,0.623172414,77.592213793,11.724142857,27.2,1,-0.37
0,81.5,1.67,2.45,1.951827586,0.623172414,77.592213793,11.724142857,27.8,0,0.132
1,80.5,1.24,3.28,1.947083333,0.686208333,81.564095833,11.724142857,27.7,0,0.03
0,92.1,0.39,3.96,1.947083333,0.686208333,81.564095833,11.724142857,29,0,-0.203
0,86,-0.15,1.02,1.951827586,0.623172414,77.592213793,10.574666667,26.4,1,-0.37
1,87.9,0.34,1.79,1.951827586,0.623172414,77.592213793,10.574666667,28.3,1,-0.038
0,85.6,-0.73,3.37,1.947083333,0.686208333,81.564095833,10.574666667,29.1,0,-0.062
1,95.7,-0.69,2.8,1.951827586,0.623172414,77.592213793,10.574666667,29.2,0,-0.042
1,92.2,1.04,1.67,2.046454545,0.726818182,79.5702,10.652,29,0,0.042
1,92.9,-0.29,3.07,1.958366667,0.669416667,82.105145333,10.652,27.8,1,-0.639
0,90.7,-0.15,2.58,1.958366667,0.669416667,82.105145333,10.652,26.5,0,-0.241
1,91.8,-0.45,1.75,2.046454545,0.726818182,79.5702,10.652,28.5,1,-0.447
0,78.1,-0.56,1.32,1.896833333,0.66275,82.802887917,11.095,30.1,1,-0.062
1,88.2,-0.19,2.97,1.990666667,0.643086957,77.33972,11.095,27.1,0,-0.038
1,87.3,-0.59,2.17,1.896833333,0.66275,82.802887917,11.095,28.6,0,-0.038
1,73.3,-1.05,1.6,1.916411765,0.61366,80.205576275,11.095,27.1,0,0.036
0,71.1,0.89,3.19,1.990666667,0.643086957,77.33972,11.095,29.6,0,0.063
0,91.6,-0.8,3.16,1.9811875,0.668125,78.660876875,10.242,28.3,1,-0.203
1,96.1,-0.26,1.81,1.9636,0.652533333,78.464548222,12.041333333,28.8,0,-0.05
1,94.5,0.76,1.56,1.9636,0.652533333,78.464548222,12.041333333,28.2,0,0.025
1,81,-0.39,0.82,1.9636,0.652533333,78.464548222,12.041333333,28.1,0,0.132
1,87.6,1.61,1.19,1.951827586,0.623172414,77.592213793,11.1168,26.8,0,0.134
1,87.5,-0.58,3.35,1.951827586,0.623172414,77.592213793,11.1168,30,0,-0.234
1,86.3,0.02,0.6,1.951827586,0.623172414,77.592213793,11.1168,29.3,0,0.021
1,91.6,0.28,2.39,1.947083333,0.686208333,81.564095833,11.1168,29.1,0,-0.038
1,87.4,1.26,1.92,1.951827586,0.623172414,77.592213793,11.1168,30.5,1,-0.188
1,95.6,0.16,4.32,1.947083333,0.686208333,81.564095833,11.1168,30.5,0,0.036
1,87.7,0.5,3.25,1.990473684,0.646578947,75.261653158,11.66225,28.2,0,0.045
1,86.8,0.47,2.51,1.982809524,0.579071429,74.266021667,11.66225,28.1,0,-0.063
1,90.5,-1.2,3.76,1.977705882,0.643882353,77.472151176,11.66225,28.6,0,0.081
0,88.3,-0.72,3.4,1.982809524,0.579071429,74.266021667,11.66225,27.2,0,0.042
1,82.6,-1.19,3.05,1.864914894,0.594765957,81.76931234,12.144,30.5,0,0.082
1,92.6,-1.32,2.19,1.9662,0.671575,79.392791,11.497588235,28,0,0.082
1,99,-0.74,3.66,1.9662,0.671575,79.392791,11.497588235,28.3,1,-0.215
1,89,-1.18,3.02,1.9662,0.671575,79.392791,11.497588235,28.8,0,0.025
1,97.7,-1.28,3.32,1.9662,0.671575,79.392791,11.497588235,27.1,0,0.042
1,97.6,-0.49,1.07,1.9662,0.671575,79.392791,11.497588235,27.8,0,0.063
1,97.5,-0.35,3.65,1.9662,0.671575,79.392791,11.497588235,28,0,0.045
1,97.2,0.91,2.57,1.9662,0.671575,79.392791,11.497588235,30.3,0,0.081
1,97.6,-0.05,3.94,1.9662,0.671575,79.392791,11.497588235,28.8,0,0.063
1,97.7,1.43,2.74,1.9662,0.671575,79.392791,11.497588235,28.7,0,0.042
1,88.6,-0.54,3.07,1.9662,0.671575,79.392791,11.497588235,28.5,0,0.025
0,93,-0.77,0.95,1.9662,0.671575,79.392791,11.497588235,26.9,0,0.132
1,97.5,-0.03,2.3,1.9662,0.671575,79.392791,11.497588235,28,0,-0.064
1,90.1,0.92,1.87,1.9662,0.671575,79.392791,11.497588235,28,0,0.045
0,98.2,1.01,2.21,1.9662,0.671575,79.392791,11.497588235,28.4,0,-0.203
0,98.7,0.14,1.97,1.9662,0.671575,79.392791,11.497588235,27.3,0,-0.054
1,89.1,0.2,2.07,1.9662,0.671575,79.392791,11.497588235,27.7,0,-0.054
1,97.4,-0.93,4.52,1.9662,0.671575,79.392791,11.497588235,30,0,0.063
1,89.4,1.17,0.75,1.930057692,0.6645,82.041094038,11.9164,28.1,1,-0.064
1,98.2,-0.78,2.98,1.9025,0.6935,85.019357813,11.9164,27.8,0,0.03
0,86.2,0.24,1.37,1.9025,0.6935,85.019357813,11.9164,28.3,0,-0.224
1,87.1,1.19,2.04,1.930057692,0.6645,82.041094038,11.9164,29.6,0,0.012
0,87.4,0.89,1.92,1.930057692,0.6645,82.041094038,11.9164,30,0,-0.082
1,95.1,0.76,2.47,1.984390244,0.626,75.6493005,12.3375,29.9,0,-0.37
0,91.4,-1.74,3.63,1.973241379,0.63862069,77.208672759,11.5915,28.6,0,0.055
1,91.2,-1.1,2.46,1.973241379,0.63862069,77.208672759,11.5915,29.6,0,0.03
1,87.9,0.91,2.43,2.039433333,0.654266667,73.716003333,11.5915,29.6,0,0.054
1,78.2,0.35,1.7,1.944526316,0.654842105,80.345347368,11.5915,27.3,1,-0.37
1,86.8,0.81,3.37,1.944526316,0.654842105,80.345347368,11.5915,29,0,0.025
1,89.3,0.75,1.46,2.018,0.698793103,77.132982759,11.469,26.7,0,0.081
1,95.4,0.24,3.21,1.998346154,0.717538462,78.238990769,11.469,30.1,1,-0.103
1,92,0.17,2.37,1.8685,0.611277778,82.017183889,11.365,27.5,0,-0.05
1,80.9,2.04,1.23,1.8685,0.611277778,82.017183889,11.365,28,0,0.017
1,90.4,0.16,3.31,1.842355556,0.604822222,83.116488,11.365,27.7,0,-0.37
1,87.6,-0.49,2.3,1.984390244,0.626,75.6493005,13.07275,26.6,1,-0.062
1,97.5,0.59,1.59,1.984390244,0.626,75.6493005,13.07275,28.4,0,0.045
1,97.4,-1.07,2.55,1.984390244,0.626,75.6493005,13.07275,30.3,0,0.042
1,97,-0.09,1.82,1.984390244,0.626,75.6493005,13.07275,26,0,-0.042
1,92.2,0.59,2.6,1.930057692,0.6645,82.041094038,11.5302,29.1,1,-0.37
0,92.8,-1.46,3.25,1.9025,0.6935,85.019357813,11.5302,28.4,0,0.054
0,93,-0.68,4.78,1.930057692,0.6645,82.041094038,11.5302,28,0,0.055
0,91.7,-0.88,3.31,1.930057692,0.6645,82.041094038,11.5302,28.7,0,0.063
0,93,-0.3,3.19,1.930057692,0.6645,82.041094038,11.5302,27.8,0,-0.37
1,92.1,-0.72,2.37,1.930057692,0.6645,82.041094038,11.5302,29.6,0,-0.088
1,86.8,-0.66,2.5,1.9025,0.6935,85.019357813,11.5302,27.1,1,-0.065
1,90.6,0.47,2.55,1.930057692,0.6645,82.041094038,11.5302,29.6,1,-0.05
1,93.6,-0.3,3.41,1.903727273,0.563636364,76.900078182,11.499666667,29.3,0,-0.105
1,93.9,-1.2,1.46,1.922355556,0.642377778,80.441890667,11.499666667,29,0,0.036
1,93.9,-0.85,2.12,1.922355556,0.642377778,80.441890667,11.499666667,28.3,0,-0.064
1,96.4,-0.21,5.32,2.078272727,0.687787879,74.363536061,11.018111111,29.3,0,0.055
1,83.5,0.12,1.13,2.003592593,0.674333333,78.344463333,11.018111111,27.4,1,-0.37
0,95.3,1,3.78,2.003592593,0.674333333,78.344463333,11.018111111,29.4,0,0.027
1,76.2,0.02,2.92,1.918333333,0.686066667,83.450034,11.018111111,30.5,0,-0.046
1,85.1,0.28,3.77,2.003592593,0.674333333,78.344463333,11.018111111,26.5,1,-0.447
0,94.8,1.2,3.22,2.078272727,0.687787879,74.363536061,11.018111111,27.2,0,-0.224
1,97.3,0.95,3.93,2.078272727,0.687787879,74.363536061,11.018111111,29.4,0,0.055
1,95.7,1.41,3.18,2.078272727,0.687787879,74.363536061,11.018111111,30.5,0,0.081
1,95.7,1.07,3.69,2.078272727,0.687787879,74.363536061,11.018111111,30.5,0,0.045
1,87.5,-1.31,0.58,2.0841875,0.7594375,78.627298125,11.846285714,27.7,0,0.028
1,90.4,-0.35,1.52,1.9811875,0.668125,78.660876875,11.846285714,30.2,0,-0.05
1,92.2,0.74,1.26,2.0841875,0.7594375,78.627298125,11.846285714,28.6,0,0.025
1,82,-0.38,1.47,2.0841875,0.7594375,78.627298125,11.846285714,28,1,-0.043
1,82.2,0.36,2.6,1.989,0.7142,80.927334667,13.9085,28.7,0,-0.37
1,92.2,0,4.75,1.989,0.7142,80.927334667,13.9085,28,0,0.028
1,91.6,-0.64,3.99,2.018,0.698793103,77.132982759,11.8095,28.6,1,-0.088
1,93,-0.4,2.86,2.016285714,0.686761905,78.260287143,11.8095,28.1,0,-0.038
0,89.2,1.08,1.65,1.925107143,0.676407407,80.932291429,11.8095,28.8,0,0.045
0,83.5,0.8,1.37,2.018,0.698793103,77.132982759,11.8095,28.3,1,-0.37
1,96.5,0.77,3.7,1.944526316,0.654842105,80.345347368,12.1245,28.7,0,0.021
1,94.8,-0.68,1.9,1.944526316,0.654842105,80.345347368,12.1245,29.6,0,0.025
0,83.3,1.51,2.41,1.918333333,0.673555556,82.169599259,11.45375,27.4,0,-0.203
0,91.8,0.64,1.05,1.918333333,0.673555556,82.169599259,11.45375,28.6,0,-0.241
1,92.2,-0.32,3.18,1.918333333,0.673555556,82.169599259,11.45375,28.7,0,0.036
1,87,0.49,0.85,2.004464286,0.606464286,73.100725357,11.6232,28.5,0,0.063
1,86.6,0.75,1.97,1.896631579,0.643315789,82.078718421,11.6232,30.5,0,-0.038
1,94.9,1.11,2.02,1.896631579,0.643315789,82.078718421,11.6232,30,0,0.031
1,95.3,1.19,2.52,1.896631579,0.643315789,82.078718421,11.6232,28.3,0,0.021
1,92.6,1.58,2.04,1.973863636,0.655045455,77.399453182,11.889666667,26.5,0,0.017
1,78.9,-1.2,1.74,1.98725,0.629416667,75.725047083,11.889666667,27.7,0,0.017
1,93.7,0.97,1.48,1.98725,0.629416667,75.725047083,11.889666667,27.6,0,0.063
1,94,0.52,1.65,1.98725,0.629416667,75.725047083,11.889666667,26.6,0,0.081
1,90.6,-0.25,2.48,1.98725,0.629416667,75.725047083,11.889666667,28.8,0,-0.054
1,78.6,0.09,0.86,1.973863636,0.655045455,77.399453182,11.889666667,26.7,1,-0.37
1,87.3,-1.43,2.74,2.078272727,0.687787879,74.363536061,11.934548387,29.9,0,0.036
1,87.2,1.63,1.14,2.003592593,0.674333333,78.344463333,11.934548387,26.6,0,0.132
1,92.9,-1.62,3.62,2.078272727,0.687787879,74.363536061,11.934548387,28.1,0,0.025
1,96.2,1.05,3.11,2.078272727,0.687787879,74.363536061,11.934548387,29.3,0,0.021
0,93.6,-0.83,2.99,2.078272727,0.687787879,74.363536061,11.934548387,27.4,0,0.036
1,94.8,1.4,2.34,2.078272727,0.687787879,74.363536061,11.934548387,27.8,0,0.063
1,88.6,-2.16,3.66,2.078272727,0.687787879,74.363536061,11.934548387,29.2,0,0.045
1,86.4,1.92,1.8,2.078272727,0.687787879,74.363536061,11.934548387,28.5,0,0.055
1,97.3,0.63,3.87,2.078272727,0.687787879,74.363536061,11.934548387,28.7,0,0.088
1,93.8,-1.41,2.63,1.918333333,0.686066667,83.450034,11.934548387,28.8,0,0.031
1,95.4,-1.72,2.95,2.078272727,0.687787879,74.363536061,11.934548387,28.5,0,0.028
1,95.4,-0.23,2.85,2.003592593,0.674333333,78.344463333,11.934548387,29,0,-0.038
1,95.4,-1.19,1.93,2.078272727,0.687787879,74.363536061,11.934548387,28.6,0,0.031
1,95,-0.2,3.79,2.078272727,0.687787879,74.363536061,11.934548387,28,0,0.082
1,92.1,-0.17,3.71,2.078272727,0.687787879,74.363536061,11.934548387,28.6,0,0.021
1,82.5,0.82,2.12,1.918333333,0.686066667,83.450034,11.934548387,29,0,0.082
0,94.2,-0.13,3.26,2.078272727,0.687787879,74.363536061,11.934548387,30.1,1,-0.447
1,93.5,0.38,2.33,2.078272727,0.687787879,74.363536061,11.934548387,28.1,0,-0.063
1,82.2,0.17,1.33,1.918333333,0.686066667,83.450034,11.934548387,28.8,0,0.031
1,95.4,0.04,1.44,2.078272727,0.687787879,74.363536061,11.934548387,28.5,0,0.036
0,85.8,0.78,0.43,2.078272727,0.687787879,74.363536061,11.934548387,24.3,1,-0.062
0,94.9,0.79,0.84,2.078272727,0.687787879,74.363536061,11.934548387,28.3,0,0.063
1,92.4,-0.94,2.6,2.078272727,0.687787879,74.363536061,11.934548387,28.1,0,-0.062
1,97.7,-2.16,2.63,2.003592593,0.674333333,78.344463333,11.934548387,28.7,0,0.132
1,94.5,0.46,2,1.918333333,0.686066667,83.450034,11.934548387,28.7,0,-0.05
0,96.8,0.35,3.76,2.078272727,0.687787879,74.363536061,11.934548387,26.7,1,-0.37
1,85.3,0.72,1.7,2.003592593,0.674333333,78.344463333,11.934548387,28.4,0,0.028
1,97.2,0.1,2.47,2.078272727,0.687787879,74.363536061,11.934548387,29,0,-0.038
1,86.5,-0.39,1.71,1.986111111,0.652,76.713843333,11.44525,28.3,0,0.025
0,95.9,-0.12,2.09,1.986111111,0.652,76.713843333,11.44525,28,0,-0.065
1,85.4,-0.85,2.19,1.989,0.7142,80.927334667,11.44525,29.2,0,-0.05
1,88.7,0.55,0.77,1.94475,0.62455,78.6447275,11.44525,29.2,1,-0.271
1,88.4,1.27,-1,1.986111111,0.652,76.713843333,11.44525,27.3,0,0.132
1,88.1,1.56,0.21,1.986111111,0.652,76.713843333,11.44525,28,0,0.021
0,87.6,0.51,2.07,1.94475,0.62455,78.6447275,11.44525,28.7,0,-0.054
1,87,-1.5,1.64,1.986111111,0.652,76.713843333,11.44525,26.6,0,0.027
1,85.9,0.45,0.71,1.944807692,0.656807692,80.619809615,10.318,28,0,0.021
1,75.4,-0.8,4.01,1.944807692,0.656807692,80.619809615,10.318,28.1,0,0.055
1,77.5,0.6,1.83,1.944807692,0.656807692,80.619809615,10.318,27.2,1,-0.065
1,94.2,1.36,2.44,2.018,0.698793103,77.132982759,11.4542,28,0,0.021
1,94.6,0.44,3.41,2.018,0.698793103,77.132982759,11.4542,28.9,1,-0.271
1,81.1,0.94,0.34,1.969018868,0.703018868,81.248361321,11.4542,26,0,0.012
1,94.4,1.01,2.27,2.018,0.698793103,77.132982759,11.4542,26.7,0,0.042
1,85.1,1.28,3.12,1.925107143,0.676407407,80.932291429,11.4542,28.1,0,0.063
1,93.1,0,2.31,1.969018868,0.703018868,81.248361321,11.4542,29.2,0,-0.05
1,93.6,-1.03,1.11,2.018,0.698793103,77.132982759,11.4542,27.7,0,0.042
0,78.1,0.67,3.1,1.944807692,0.656807692,80.619809615,10.4515,28.1,1,-0.241
0,91.9,1.06,4.71,2.002782609,0.636478261,75.18220087,10.4515,26.5,0,-0.241
1,96.2,-0.73,3.5,2.010243902,0.708121951,77.730293415,11.3025,27.8,0,0.13
1,96.7,-0.8,3.5,2.010243902,0.708121951,77.730293415,11.3025,28.2,0,0.045
1,97,-1.12,1.63,1.9662,0.671575,79.392791,11.3025,29.2,0,0.082
1,95.4,-0.76,1.63,2.010243902,0.708121951,77.730293415,11.3025,27.2,0,0.031
1,92,-0.62,2.13,1.982809524,0.579071429,74.266021667,10.736777778,30,0,-0.038
1,83,0.22,3.21,1.977705882,0.643882353,77.472151176,10.736777778,28,1,-0.314
1,90.5,-0.36,1.98,1.990473684,0.646578947,75.261653158,10.736777778,29.6,0,-0.054
1,81.8,-0.11,1.45,1.982809524,0.579071429,74.266021667,10.736777778,27.6,0,0.042
1,91.4,0.41,2.67,1.982809524,0.579071429,74.266021667,10.736777778,30.1,0,-0.054
0,84.3,-1.07,1.43,1.982809524,0.579071429,74.266021667,10.736777778,29.3,1,-0.314
0,94,0.19,3.66,1.982809524,0.579071429,74.266021667,10.736777778,29.3,1,-0.447
1,82.2,0.12,2.54,1.982809524,0.579071429,74.266021667,10.736777778,30.5,0,-0.054
1,94.7,-0.65,4.7,1.982818182,0.634813953,76.730326818,12.302714286,29,0,0.028
1,92.5,-0.41,2.91,1.982818182,0.634813953,76.730326818,12.302714286,29.6,0,-0.062
1,91.9,-0.4,2.14,1.998346154,0.717538462,78.238990769,12.302714286,30.1,0,-0.062
1,84.8,0.62,3.13,1.998346154,0.717538462,78.238990769,12.302714286,28.5,1,-0.046
1,83.3,0.52,1.52,1.998346154,0.717538462,78.238990769,12.302714286,29.5,0,0.025
0,94.8,-0.33,3.91,1.982818182,0.634813953,76.730326818,12.302714286,29.1,0,-0.203
1,93.4,-1.87,2.99,1.918333333,0.686066667,83.450034,11.209428571,30.1,0,0.063
1,92.8,0.36,1.81,2.078272727,0.687787879,74.363536061,11.209428571,29,0,-0.064
1,77.4,2.05,2,1.918333333,0.686066667,83.450034,11.209428571,28.1,0,0.017
1,87.1,-0.89,0.65,1.918333333,0.686066667,83.450034,11.209428571,28.7,0,0.055
1,91.6,-1.02,2.89,1.973241379,0.63862069,77.208672759,11.209428571,30,0,0.151
1,89.4,-1,0.8,2.003592593,0.674333333,78.344463333,11.209428571,26.2,0,0.055
1,94.8,1.19,2,2.078272727,0.687787879,74.363536061,11.209428571,28.8,0,0.021
1,84.5,0.77,2.36,1.9811875,0.668125,78.660876875,11.9235,28.1,1,-0.065
1,96.4,0.06,2.99,1.982857143,0.709214286,80.630958571,11.9235,28.7,1,-0.063
0,89.2,-0.16,2.18,1.982809524,0.579071429,74.266021667,11.057571429,28.1,0,-0.05
1,97.6,-0.57,1.72,1.982809524,0.579071429,74.266021667,11.057571429,28,0,-0.072
0,99.3,0.4,2.83,1.982809524,0.579071429,74.266021667,11.057571429,27.6,0,-0.37
1,98.5,-0.14,5.92,1.982809524,0.579071429,74.266021667,11.057571429,28,0,0.012
1,86.4,-0.25,3.17,1.982809524,0.579071429,74.266021667,11.057571429,28.3,1,-0.447
1,96.5,-0.95,2.89,1.982809524,0.579071429,74.266021667,11.057571429,28.5,0,0.054
0,99,-0.19,2.1,1.982809524,0.579071429,74.266021667,11.057571429,27.2,0,-0.241
1,86.9,0.65,1.44,1.864914894,0.594765957,81.76931234,11.524761905,29.9,0,0.025
1,85.7,1.47,1.28,1.864914894,0.594765957,81.76931234,11.524761905,30.1,0,0.027
1,92.7,0.69,1.89,1.864914894,0.594765957,81.76931234,11.524761905,27.8,0,-0.042
1,85.9,1.82,0.44,1.864914894,0.594765957,81.76931234,11.524761905,30.1,0,0.028
1,86.2,-0.24,2.32,1.864914894,0.594765957,81.76931234,11.524761905,28.9,1,-0.046
1,83.6,-1.05,1.68,1.999631579,0.741947368,79.425751579,11.524761905,28.4,0,0.031
1,83.9,-0.67,2.84,1.864914894,0.594765957,81.76931234,11.524761905,27.2,0,-0.447
1,86.2,0.64,2.94,1.864914894,0.594765957,81.76931234,11.524761905,30.1,0,0.13
0,86.9,-0.81,1.99,1.864914894,0.594765957,81.76931234,11.524761905,30.1,0,0.063
1,87.1,-0.49,2.33,1.864914894,0.594765957,81.76931234,11.524761905,29,0,0.055
1,84.6,0.96,1.41,1.999631579,0.741947368,79.425751579,11.524761905,28.8,0,0.063
1,89.5,1.18,0.9,1.999631579,0.741947368,79.425751579,11.524761905,28.8,0,0.012
1,84.6,-0.36,2.2,1.864914894,0.594765957,81.76931234,11.524761905,29.1,0,-0.038
0,83.8,-1.52,3.72,1.864914894,0.594765957,81.76931234,11.524761905,28.5,0,0.042
1,91.1,0.93,1.83,1.864914894,0.594765957,81.76931234,11.524761905,29.8,0,0.042
1,86.9,-0.29,0.62,1.864914894,0.594765957,81.76931234,11.524761905,26.4,0,0.031
0,87.6,-0.85,2.16,1.864914894,0.594765957,81.76931234,11.524761905,29.5,0,0.03
0,93.4,0.07,1.92,1.984390244,0.626,75.6493005,11.5547,30.5,0,-0.054
1,93.5,0.38,2.03,1.984390244,0.626,75.6493005,11.5547,29.6,0,-0.215
1,84.3,1.64,0.89,1.984390244,0.626,75.6493005,11.5547,29.5,1,-0.188
1,91.8,-0.05,3.36,1.984390244,0.626,75.6493005,11.5547,27.7,0,0.031
1,85.6,1.83,0.72,1.9810625,0.63575,75.00304625,11.5547,27,0,0.055
0,92.1,0.05,1.56,1.9810625,0.63575,75.00304625,11.5547,28.7,0,0.082
1,81.5,-1.31,2.52,1.9810625,0.63575,75.00304625,11.5547,26.2,0,0.063
1,86,-0.69,2.63,1.984390244,0.626,75.6493005,11.5547,28.1,0,-0.053
