safe,dist_from_base,sprint_speed,arm_of
1,292.8253489710206,26.2,87.1
1,296.5840447916913,27.8,86.1
1,320.58155163702105,26.3,87.8
1,314.3338750437185,28.2,90.6
1,258.42254400496876,27,84.7
1,260.2216363025949,27.3,81.8
1,283.9377132400696,25,87.8
1,342.1502319888151,28.4,85.6
1,374.097117236955,27.7,85.7
1,313.1519319755189,26.8,88.2
1,356.36005054579283,27.9,80.3
1,312.71173826705007,29.1,85
1,291.34823236120724,28.2,86.3
1,299.9545767695503,26.8,87.2
1,291.2691817717762,24.6,85.2
1,269.575010433089,29.4,92.6
1,291.69055199817495,28.1,85.2
1,313.92878372331523,26.9,86.1
1,345.02804324431366,28.5,87.1
1,341.3503185878109,28.8,92
1,330.0237841807769,27.6,88.5
1,327.92796941554104,28.4,94.5
1,331.39103507035315,26.8,84.9
1,299.27740476019903,25.5,92.6
1,319.3725430433869,26.7,84.9
1,303.26508721743755,28.6,80.6
1,303.6151686345727,28.6,80.6
1,324.9071838617915,28.5,85.7
1,289.9159468708129,28.5,83
1,298.25884940769146,27.4,84.8
1,288.70678139766653,28.7,83
1,318.4495250428237,28.8,86.8
1,228.52899843345926,27.3,85.6
1,324.9757548648822,26.4,84.4
1,309.458327162156,25.5,94.1
1,317.6171683410706,25.3,86.3
1,279.7174299628109,28.1,84.9
1,278.5746814141587,28.3,92.6
1,330.1556649900165,28.5,84.5
1,315.06380405403604,26.7,83
1,302.9647586766488,28,85.4
1,288.972928014027,27.7,79.7
1,276.1490641392797,27.4,86.6
1,324.7937855393788,27.2,88.5
1,342.27575597024105,25.3,89.5
1,296.41979100593136,26.8,88
1,294.8110676772499,27.6,84.5
1,355.19579459785274,28.7,85.2
1,308.37741892038724,27.9,87.4
1,303.5236739119373,27.4,88.5
1,306.74838630382396,26.6,84.8
1,325.8306893541491,28.2,82.8
1,316.13973176429437,28.4,92.5
1,313.4605976035904,28.6,90.4
1,320.40474891143555,27.2,90.7
1,323.89727634699244,26.1,82.8
1,341.92146941951455,26.8,88
1,292.50400531445723,27.4,81.9
1,315.42513473881564,28.9,84.5
1,298.9252289453,28.7,91
1,309.14566247159286,24.5,86.3
1,319.9460628371601,26.6,91.9
1,251.26289643518803,27.6,84.7
1,320.0219250301454,23.8,89.5
1,303.6250257307523,27.6,85.8
1,342.50916867289845,27.7,87.4
1,305.7544316931482,27.8,89.2
1,316.94240801760816,28,87.1
1,328.3648009455337,28.2,87.3
1,331.98633255000124,28.7,86.8
1,288.98296878881985,27.2,83
1,282.20000110737067,26.2,84.3
1,269.5098003783907,28,87
1,289.3575145905148,30.4,87
1,301.15242195605873,26.9,88.5
1,334.81702652344313,27.6,85.1
1,283.4579025181694,27,88.2
1,274.7063989516808,28.5,90.4
1,342.7354856518362,26.5,90.1
1,328.4267365029833,26.2,85.8
1,339.7583010391358,27.6,85.8
1,319.93105214248897,27.2,85.7
1,293.59596067555157,26.5,85.4
1,315.2988711127904,26.4,88.6
1,291.75131212215655,27.9,86
1,297.73987178407936,27.4,88.4
1,320.98269131683725,26.5,81.9
1,323.83710507753744,27.1,88.2
1,289.95405239451304,27.3,87.1
1,296.14342808848556,26.8,90.7
1,345.30247971886917,26.1,84.1
1,277.5837216048521,28.6,84.4
1,324.03084826139633,28.5,87.8
1,343.69899712539166,25.2,85.3
0,274.6852676246034,27.5,84.5
1,301.28990295892754,27.3,92.6
1,271.94579078375165,27.1,83
1,334.0372593364399,27.2,88.8
1,354.1790163533126,25.7,85.8
1,338.5466852961347,28.6,92
1,339.74821283562335,25.8,86.3
1,332.0369755388698,27.3,92.5
1,308.7873793162538,27.8,88.4
1,308.07466323117194,26.8,83
1,317.4341447450164,28.4,87
1,262.02880089791654,29.6,81.8
1,339.37730201797535,25.8,87
1,286.0414240105793,26.5,85.7
1,285.5585590119827,27.4,85.8
1,286.3093126323348,24.5,83
1,347.97223757794245,29.2,86.3
1,305.0264711873382,25.5,87.1
1,308.3804721849294,24.9,89.6
1,315.49108545250533,27,84.1
1,284.35405087671955,28.2,86.8
1,265.5601826799342,27.6,85.9
1,272.4851784960055,27.7,87.1
1,294.80159641698015,28.9,87.1
1,307.03261329213876,28.7,87.2
1,310.2884142213499,25.3,82.8
1,281.52261565458645,29.1,85.9
1,335.3540824635955,28.7,88.3
1,344.2488062797023,26.2,80.6
1,347.11293281149875,27.7,85.1
1,281.45718368874515,27.9,81.5
1,340.39765715997515,28.7,81.8
1,292.5516065585694,26.1,87.6
1,311.1325802612128,26.2,85.7
1,338.5145537860965,26.4,90.7
1,320.1344444135932,24.9,92
1,316.2874365193786,27.1,88.5
1,323.79056213083174,27.7,85.3
1,347.79866392066543,26.6,83.3
1,295.06966656198335,26.8,83.6
1,276.2417872082354,27.2,81.9
1,325.5724928875288,26.2,88.9
1,325.60522588711626,27.5,93.9
1,321.3080774350374,26.4,87.2
1,304.1471529128623,25.7,89.9
1,324.0653097756685,27.6,84.2
1,302.1660636140333,24.7,84.2
1,308.30906267088557,28.5,86.1
1,328.8991192219888,28.3,81.8
1,302.64530084737805,27.7,87.1
1,301.75905123127626,28.5,84.5
1,309.7799622312586,25.2,83
1,335.05851727720636,28.6,85.7
1,299.7299044556616,25.9,86.7
1,330.09844838320583,27.2,79.5
1,328.08300969419315,26.3,82
1,273.06067549173025,28,86.3
1,311.49969903677277,25.8,87.1
1,339.91141217234826,26.9,85.8
1,305.6381408217895,27.9,88.4
1,316.5961623267092,29,87
1,301.1941286363332,29,87
1,299.88495502442265,26.9,79.5
1,279.383361172422,28.5,86.3
1,273.1081402118948,28.8,81.8
1,299.55700000166917,27.6,89.4
1,312.94806478072366,26.7,88.4
1,293.3762313565978,27.3,84.4
1,317.17030519895775,28.3,84.9
1,276.0301217711574,29.1,87
1,286.36930919705765,28.6,89.6
1,311.88311612685936,28.8,88.6
1,300.22931652322023,28.5,87
1,307.93302944796295,27.5,85.8
1,271.2141969458827,27.2,82
1,302.58013091576254,26,85.4
1,332.3914193011005,25.6,79.5
1,316.2626282063691,27.4,93.9
1,274.3519500568567,28.4,86.7
1,302.4861660059845,26.8,79.5
1,308.3132031717098,29.3,94.1
1,253.79042781397416,26.8,76.9
1,273.91842877944526,26.5,93.9
1,299.4670943943591,27.6,87.2
1,309.04595329821103,26.9,85.8
1,309.6534645777438,27.3,91.4
1,293.5020836808489,27.3,85.3
1,283.49907958404384,28.8,85.6
1,296.064066124209,28.7,85.7
1,347.5199436723021,25.7,79.5
1,316.55422916145034,25.9,84.4
1,321.57637700863535,29.5,91
1,305.2480569143725,27.6,78
1,309.33426600523904,27.4,90.4
1,300.8637606957674,27.1,90.7
1,307.6593377828796,28,91.6
1,290.3311611332825,26.9,87.1
1,324.7944523079174,26.5,84.4
1,290.4382001820697,26.9,83.3
1,316.483510628911,28.2,87.1
1,337.64367034641714,27.6,87
1,322.48878371968226,25,88
1,314.04207719667124,25.7,85.7
0,269.35690542475425,26.3,87.8
1,288.6313782318201,29.3,85.3
1,320.24870998959545,25,85.3
1,284.6714707342483,27.2,87.2
1,254.96073839907197,28.9,85.8
1,323.05129817104904,29.2,88.9
1,292.1853232539239,28.6,87.2
1,291.7061235216018,24.7,85.3
1,296.88673450492865,26.7,86.3
1,315.2183102629034,25.3,94.5
1,326.16117564786896,27.2,84.5
1,356.06002478514773,25.8,87.8
1,331.24959056578473,27.8,85.5
1,338.62555463225164,28.5,82.8
1,293.8695054781969,27.6,87
1,343.1651369967526,27.9,83.2
1,296.40797054060477,28.8,88.9
1,242.33931274145354,27.5,81.6
1,290.37274536361025,28.7,92.6
1,226.2468632379243,26.5,85.2
1,322.48448993711304,24.6,89.9
1,311.77706177652004,25.3,87
1,274.1188029395284,25.9,85.3
1,308.82043730945014,25.7,88.5
1,260.96750037121484,28.8,85.3
1,310.8750552874901,27.3,93.9
1,319.7130090018234,27.4,89.8
1,282.94425798202724,28.7,88.4
1,279.5357334045149,25,82
1,256.2154586476,28.6,89.5
1,339.7184909965897,28.9,88.7
1,304.7242903429262,28.5,85.8
1,291.6054022561996,28.6,83
1,303.25739892045505,27,85.1
1,339.2456945194736,28.3,85.1
1,315.59626502859635,26.5,85.1
1,289.6777261026467,26.2,81.5
1,292.70806488718415,28.7,79.1
1,302.6556541682313,26.8,80.7
1,339.5835473414459,28.6,90.7
1,320.2909322007103,26.7,92.6
1,280.5277816010386,26.9,87.1
1,304.54903135620054,26.8,88.2
1,286.09135341705104,27.9,94.5
1,272.0948364081906,28,92
1,286.51974190271784,28.8,87
1,357.44372721450856,25.9,88.4
1,322.9871949861171,26.1,85.8
1,283.32119581845626,28.3,87.2
1,288.1788268592958,26.3,86.2
1,331.2511933940767,27,85.1
1,314.60723529505805,28.7,84.4
1,334.5374792157076,26.7,88.9
1,310.23575712673744,26.7,88.9
1,279.83863765570334,27.4,89.9
1,277.5047859947644,27.1,85
1,307.24363500323324,26.7,87
1,296.28648298564013,28.3,94.1
1,329.7006217767871,28.5,86.8
1,311.29161769954555,27.8,85.8
1,300.2383563520824,26.5,85.8
1,362.9926764068388,28.1,80.7
1,288.2528718417217,25.5,84.4
1,276.99018484415654,29.4,91.7
1,272.68063966845904,28,87.1
1,333.9590852559637,27.6,91.5
1,325.4208323463635,27.4,88.7
1,292.52556512209327,27.4,88.7
1,276.6361554461022,28.4,91
1,316.0170298021928,25.2,92
1,324.6692182052373,28.8,89.6
1,309.79078524869,27.2,90.1
1,288.8885360307674,27.1,87.1
1,322.60770391452223,25.7,85.8
1,265.6843639546746,26.8,93.3
1,306.9446733533586,29.2,85.9
1,343.3678357461572,25.8,88.8
1,310.02645250042775,28.6,90.1
1,326,26.3,80.2
1,287,28.8,80.2
1,262,24.9,85.9
1,348,28.8,85.1
1,319,27.6,81.5
1,276,27.3,88.2
1,363,26.7,83.6
1,295,26.8,84.5
1,345,26.1,85.3
1,272,29.1,90.4
1,392,28.9,92.6
1,351,28.9,92.6
1,327,28.4,82
1,300,25.4,83
1,380,29.3,92.6
1,238,24.6,83
1,349,28.4,81
1,325,26.6,87.3
1,311,28.1,82
1,309,29.1,93.3
1,324,26.1,90.2
1,291,29.6,88.4
1,338,28.6,86.3
1,293,27.7,81.6
1,389,28.4,87.3
1,290,30.4,85.9
1,376,27.7,83
1,310,29.9,83
1,294,26.6,87.3
1,367,24.5,87.5
1,295,29.5,83
1,300,28.5,87.1
1,330,28.5,87.1
1,292,28.2,89.5
1,351,24.7,83
1,339,28.5,90.2
1,400,27.9,88.2
1,295,28.1,84.2
1,291,25,84.9
1,284,27.4,80.5
1,383,28.5,90.3
1,287,28.9,84.4
1,280,28.4,85.1
1,271,28.3,87.4
1,339,27.5,86
1,324,27.2,87.6
1,323,28.5,84.6
1,278,28,85.8
1,298,30.6,81.8
1,349,28.4,85.2
1,264,29.2,85.9
1,315,28.1,87.6
1,385,27.9,83.6
1,294,27.3,87.1
1,344,28,88
1,340,26.9,81.8
1,330,26.2,83.6
1,382,29.6,83.6
1,312,27.5,90.2
1,366,25.3,88.2
1,319,29.1,84.4
1,331,27,92
1,351,27.5,91.4
1,304,29.6,81.6
1,279,25.2,81.6
1,334,26.7,88.7
1,308,27.2,89.5
1,337,28.9,88.4
1,334,28.6,92
1,307,25.8,84.5
1,332,27.4,85.3
1,315,28.2,87.9
1,285,25.7,91.7
1,335,28,84.1
1,295,25.2,93.3
1,331,26.2,85.6
1,405,28,88.9
1,310,27.6,84.9
1,327,25.9,81.6
1,313,27.8,90.2
1,289,29.1,81.6
1,339,29.5,85.3
1,273,27.7,88.9
1,374,28.8,85.1
1,324,23.9,90.5
1,384,28.2,93.3
1,304,27,84.4
1,254,25.8,84.3
1,304,26.8,90.3
1,342,27.6,83
1,295,28.6,85.1
1,304,27.1,78.4
1,275,29.1,84.8
1,316,24.4,81.6
1,306,28.6,81.6
1,266,26.2,79.6
1,300,29,90.5
1,333,29.3,83.3
1,276,28.5,83
1,312,30.6,81.8
1,321,29.8,87.2
1,292,27,90.2
1,320,29.6,88.9
1,294,27.7,90.4
1,397,25.7,90.4
1,340,29.1,86.7
1,305,28,85.6
1,292,28.4,90.3
1,314,25.2,84.5
1,351,28.6,88.3
1,352,29.9,83
1,326,27.4,80.2
1,335,27.9,84.4
1,321,27.3,88.4
1,364,29.1,84.3
1,296,26.6,93.3
1,326,28.4,90.2
1,299,29.1,85.3
1,319,28.6,83
1,388,26,83
1,313,29.2,84.9
1,264,27.6,90.3
1,332,26,93.9
1,301,27.9,90.1
1,286,28,81.6
1,304,27.7,84.9
1,316,26.8,87.6
1,295,25.9,88.9
1,318,27.2,88.2
1,272,27.9,89.5
1,275,28.4,78.7
1,289,28.3,90.3
1,303,26.8,87.1
1,324,24.7,89.5
1,391,28.5,89.5
1,310,27.8,84.9
1,343,27.9,85.8
1,317,27.9,87.1
1,327,28.8,84.9
1,268,27.2,81.8
1,331,28.4,84.8
1,305,28.6,84.5
1,307,28.6,88.9
1,294,25.3,83.5
1,262,28.5,90.3
1,319,29.5,94.5
1,296,27,93.9
1,303,27.3,83
1,338,28.9,83
1,293,28,92.6
1,330,27.5,83
1,286,27.6,88.8
1,277,28,84.3
1,352,27.2,87.3
1,314,28,93.9
1,285,26.9,85.4
1,328,26.2,84.3
1,315,29.8,88.9
1,338,28.5,88.5
1,322,26.8,88.4
1,320,26.9,88.5
1,285,26.8,84.9
1,266,25.5,81.8
1,266,27.5,84.9
1,327,26.8,90.1
1,357,28.5,84.9
1,359,25.2,88.9
1,313,26.6,90.4
1,318,25.3,84.3
1,337,26.9,78.4
1,280,27.8,89.5
1,393,28.4,84.9
1,273,28,86.3
1,360,28.5,89.4
1,360,26,85.1
1,297,27.3,82
1,327,27,97.1
1,294,27.6,82.8
1,286,27.5,84.5
1,352,25.7,83
1,317,28.2,87.6
1,322,28.5,91.7
1,350,27.7,97.1
1,281,27.8,85.4
1,304,28.2,88.9
1,326,29.5,93.3
1,367,30.6,97.1
1,275,27.8,81.8
1,311,26.8,94.5
1,293,25.2,83.6
1,390,28,81
1,281,26.8,85.4
1,277,28.5,80.2
1,334,27,84.9
1,342,28.3,87.1
1,307,28.6,86.3
1,315,25,84.5
1,295,28.2,84.5
1,344,26.2,88.4
1,390,27.5,91.7
1,335,28.9,84.5
1,306,28.1,81.7
1,294,28.6,85.9
1,354,27.6,87
1,314,26,85.8
1,370,28.6,87.1
1,355,24.2,89.5
1,319,26.4,88.4
1,279,28.2,87.4
1,385,28.6,84.9
1,302,24.9,86.6
1,328,28.9,85.6
1,366,25.9,88.5
1,313,26.7,85.9
1,337,24.7,94.5
1,284,26,85.1
1,325,27.6,84.4
1,403,29.5,88.3
1,370,25.4,76.3
1,380,25.8,88.2
1,286,26,78.4
1,304,26.7,90.1
1,373,27,89.2
1,324,27.6,85.1
1,348,27.3,81
1,329,28.8,81
1,315,28.3,87.2
1,346,27.4,85.1
1,322,26.6,85.9
1,381,28.4,81
1,358,29.6,85
1,367,28.9,86.3
1,347,28.4,88.2
1,361,28.2,90.5
1,323,27.9,88.3
1,299,27.5,87.2
1,355,28.9,87.9
1,336,28.3,87.9
1,372,28.8,85.1
1,349,30.6,86.1
1,312,29.3,88.4
1,283,29.9,87.1
1,322,25.8,81.6
1,323,27.9,86.7
1,261,29.2,86.7
1,385,27.3,87.6
1,306,28.4,86.3
1,248,27.8,81.8
1,227,29.2,88
1,332,27.6,81.5
1,291,28.4,84.3
1,346,28.5,85.7
1,291,28.2,93.9
1,298,27.9,89.5
1,321,26.5,85.6
1,286,28.8,90.5
1,295,28.8,90.5
1,308,28,88.2
1,314,28.4,90.4
1,299,28.9,83
1,272,28.6,89.5
1,330,27.5,84.4
1,319,25.8,81.6
1,331,27.2,84.2
1,343,25.6,88.4
1,372,28.6,85.1
1,328,28.6,81.5
1,318,26.1,87.2
1,358,25.8,86
1,280,26.2,86.3
1,330,28.5,88.8
1,296,27.5,87.1
1,347,27,87.3
1,338,26.6,81.6
1,277,28.6,83
1,382,28.8,90.4
1,286,27.2,81.5
1,272,24.7,88.4
1,316,27.6,90.7
1,297,28.6,83.6
1,305,25.7,85.2
1,359,27.2,92.5
1,357,28.7,87.6
1,297,29.1,87.3
1,301,27.7,90.4
1,339,26,87
1,355,27,93
1,286,26.7,81.9
1,332,28.2,86
1,376,27.7,86.3
1,310,27,84.1
1,279,28.7,86.2
1,289,27,88.9
1,305,26.5,88.5
1,319,28.8,87.1
1,378,28.1,82.8
1,245,26.4,88.4
1,254,27.7,88.4
1,326,26.2,86.3
1,297,27.9,87.1
1,298,27.2,89.5
1,250,27.4,80.3
1,298,26.8,88.5
1,302,29.6,85.3
1,420,28.8,84.4
1,395,26.8,89.2
1,395,26.7,82
1,305,26.7,85.1
1,335,25,88.9
1,331,27,86.3
1,267,26.8,80.5
1,287,27.2,86.6
1,339,28.7,86.6
1,271,24.5,87.8
1,295,25.7,92.5
1,299,28.7,80.3
1,330,26.8,90.7
1,314,27.3,81.8
1,377,27.8,84.5
1,314,26.4,88.5
1,319,30.4,81
1,291,27,87.3
1,274,25.7,87.3
1,306,26.5,83
1,298,25.2,79.8
1,293,27.1,79.8
1,329,28,84
1,309,27,87.1
1,300,25.7,94.5
1,328,27,83
1,325,29.2,87
1,366,28,83
1,322,28.7,84
1,316,26.5,86.2
1,326,29.1,90.4
1,317,26.6,81.9
1,320,28.4,85.3
1,332,26.3,88.5
1,366,26.5,92.6
1,355,27.9,87.1
1,292,28.8,88.4
1,299,28.5,85.6
1,390,28.6,88.4
1,268,24,78.7
1,320,28.3,88.9
1,329,26.5,92
1,364,28.4,86.7
1,378,27.3,86.7
1,326,26.8,86.7
1,321,29.8,91.5
1,327,28.5,88.2
1,319,29.2,88.5
1,313,26.1,84.3
1,350,28.1,84.2
1,339,28.4,83.6
1,380,27.3,88.2
1,284,26.2,86.2
1,267,28,81
1,335,26.5,81
1,360,26.8,88.4
1,267,28.5,81.8
1,297,28.5,91
1,285,28.1,89.9
1,381,26,86
1,383,28.3,84.9
1,367,27.4,92.7
1,331,27.2,86.7
1,337,24.6,83
1,302,27,85.3
1,352,27.8,85.4
1,275,28.5,89
1,349,28.6,91.9
1,302,26.5,83
1,362,27.7,82.8
1,374,26.9,82.8
1,288,27.1,88.5
1,384,27.4,81.6
1,295,28,89.5
1,322,28.9,91.7
1,376,27.7,90.7
1,315,27.5,87
1,278,27.6,81.9
1,312,28.6,84.5
1,337,28.3,87.8
1,372,28.5,91
1,291,26.5,83
1,321,28.1,90.4
1,384,27.1,89.9
1,307,28.8,84.9
1,321,27.7,87.1
1,330,25.7,90.7
1,302,29.4,83.2
1,308,27,84.2
1,362,27.3,87.1
1,306,28.3,89.2
1,289,29.5,90.7
1,319,23.6,85.6
1,332,26.2,88.9
1,316,26.5,85.6
1,337,28.1,84.2
1,261,28.1,87.1
1,294,26.8,85.3
1,273,27.2,87.1
1,294,24,88.9
1,316,29.8,87.1
1,292,27.1,88.7
1,292,26.7,86.3
1,381,27.4,86.6
1,315,28.1,87.3
1,329,25.2,85.3
1,326,27,90.2
1,266,26.2,81.9
1,299,28.6,92.7
1,284,27.1,90.2
1,336,26.1,92.6
1,277,26.4,86.7
1,284,26,81.8
1,349,28.5,81
1,265,27,91.9
1,324,29.3,89
1,374,26.4,84.4
1,336,29.5,83
1,263,27.2,84.3
1,306,27.6,84.9
1,287,28,83
1,318,27.9,87.1
1,299,27.7,91.1
1,341,27.2,85.9
1,287,27.6,83.3
1,296,28.7,81.6
1,297,28.7,84.1
1,308,28.2,87
1,319,28.1,84.3
1,257,25.1,86.5
1,331,28.1,85.2
1,345,26.1,89.5
1,336,26.5,85.4
1,317,28.6,85.4
1,304,28.2,88.2
1,334,27,91.9
1,301,26,85.7
1,290,29.6,84.9
1,288,26.1,92
1,333,28,91.9
1,303,26.8,92.6
1,359,27.6,89.5
1,290,27.9,94.5
1,324,27.9,85.7
1,312,28.3,84.5
1,336,27.7,81.8
1,276,27.7,85.1
1,333,28.3,79.6
1,294,28.4,87.8
1,386,29.2,92.6
1,373,27.8,87.8
1,361,28.1,86
1,305,27.4,80.6
1,348,26.9,90.4
1,312,27.2,90.7
1,294,27.8,85.8
1,280,26.8,89.6
1,305,28.3,85.3
1,307,27.3,84.3
1,373,27.7,86.6
1,290,26.8,85.7
1,273,24.2,83
1,341,28.1,94.5
1,306,25.6,88.3
1,313,27,88.3
1,339,25.7,90.7
1,304,28,85.6
1,348,26.7,90.4
1,315,25.1,80.3
1,347,28.5,88
1,311,28.3,85.2
1,376,27.9,86
1,348,26,91.5
1,327,24.5,85
1,375,26.8,86.3
1,303,27,85.4
1,274,29.1,90.9
1,294,24.6,88.2
1,271,27.4,87
1,261,28.3,89.4
1,323,25.8,87.1
1,313,27.9,84.7
1,315,26.2,92
1,341,27.5,82.9
1,320,27.3,85.7
1,357,26.2,87
1,321,29.9,85.4
1,275,25.5,85.6
1,332,28.4,87.1
1,354,26.7,86
1,320,24.5,89.5
1,297,27.4,86.1
1,299,28.4,84.5
1,343,28.1,85.6
1,294,24.9,84.5
1,346,26.2,81
1,293,27.5,81.7
1,382,28,84.1
1,253,27.8,86.2
1,332,28.5,80.3
1,294,28.5,84.6
1,380,26.6,88
1,314,24.2,88.2
1,339,28.3,80.3
1,345,25.3,88.7
1,309,27.9,81.7
1,340,29.3,87.3
1,368,27.9,92.6
1,357,26.8,85.6
1,315,28.6,88.2
1,328,25.8,84.4
1,342,28.3,82
1,297,28,94.5
1,293,28.2,80.3
1,376,28,92.6
1,363,27.8,80.6
1,292,27.9,79.6
1,290,29.4,91.7
1,297,29.5,81.9
1,297,25.3,82.8
1,344,26.6,87.6
1,287,29.4,87.1
1,320,25.8,84.5
1,374,27.3,92
1,390,27.1,85.4
1,297,25.2,86.5
1,357,27.2,84.1
1,389,27.9,84.1
1,329,28,87.6
1,322,26.1,85.8
1,265,29.3,85.6
1,319,28.4,87.6
1,355,26.2,80.7
1,308,28.9,80.7
1,295,28.2,88.3
1,358,25.8,85.8
1,272,26.5,87
1,275,25.6,84.9
1,297,28.1,88
1,335,27.3,89.4
1,356,26.7,85.3
1,300,27.2,94.1
1,313,27.8,90.4
1,331,28.5,88.6
1,316,27.3,88.4
1,301,27.8,83.6
1,281,28,88.8
1,367,26.2,84.4
1,243,27,80.5
1,325,28.4,88
1,359,26.2,84.5
1,309,25.7,82
1,354,26.3,88.7
1,284,28.2,88.6
1,311,28.2,83
1,300,27.8,82.2
1,302,25.7,84.5
1,339,27.4,90.6
1,320,27.4,80.5
1,343,27.8,84.5
1,280,27.2,85.2
1,382,28.8,87.1
1,317,26.5,86.5
1,323,26.5,88
1,319,27.5,91.9
1,324,27.2,80.5
1,319,28.4,76.9
1,265,29.1,82
1,414,28.6,92.6
1,328,27.8,88.5
1,412,27.5,90.7
1,302,29.1,83.3
1,314,27.8,85.7
1,282,25.3,85.7
1,278,25.7,81
1,299,27.8,85.9
1,326,27.5,82.9
1,285,27.9,89.9
1,324,26.9,89.6
1,345,24.7,91
1,394,27.6,85.4
1,274,25.3,92.6
1,322,24.2,83.6
1,307,27.3,88.2
1,341,27.2,88.6
1,294,24.4,76.9
1,343,29.1,89.4
1,274,27.2,88.9
1,326,25.4,85.2
1,269,28.2,85.2
1,281,27.6,87.1
1,352,26.5,87.1
1,319,29,87
1,314,28.4,88.9
1,353,27.1,87.3
1,271,28.2,81.8
1,314,28.4,85.7
1,304,30.6,89.4
1,336,26.2,85.3
1,298,25,84.9
1,380,29.1,84.6
1,291,27,85.8
1,286,28.8,83
1,287,29.5,88.4
1,317,27.3,82.9
1,332,27.3,94.5
1,312,26.1,91.9
1,284,25.6,84.5
1,279,28.2,87.1
1,334,28.2,78
1,285,29.3,89.5
1,382,27.8,86.3
1,287,26.4,92.6
1,319,27.5,88
1,270,28.5,87.1
1,241,25.6,87.3
1,365,27,87.1
1,370,27.3,91.4
1,362,27.4,85.6
1,287,29.1,86.3
1,311,29.4,84.4
1,322,28,85.2
1,298,27.8,92.6
1,319,28.9,88.9
1,348,27.6,81.9
1,286,26.8,88.6
1,339,26.7,84.9
1,392,27.8,87.1
1,315,26.1,90.4
1,283,29.9,82.9
1,326,28.3,81.8
1,331,28.4,86.5
1,318,27.6,88.7
1,267,23.9,89.5
1,344,27.6,90.1
1,299,27.7,93.9
1,288,26.8,92.6
1,275,29.2,85.6
1,350,27.1,92
1,343,28.8,88.5
1,291,27,86.6
1,402,27.4,90.4
1,381,28.4,87.1
1,275,27.7,87.8
1,352,26.6,84.4
1,274,25.9,92
1,343,24.7,91.7
1,283,25.7,85.6
1,308,29.1,89.6
1,309,28.5,84.5
1,362,27.9,84.9
1,277,25.3,76.9
1,315,26,88.9
1,286,25.6,79.1
1,299,24.3,88.7
1,349,28.7,81
1,300,28,93.9
1,352,29.2,90.5
1,335,27.2,85.3
1,306,27.6,91.4
1,333,27.4,76.3
1,255,27.3,85.1
1,270,27.9,87.1
1,290,26.8,81.6
1,350,28.8,88.7
1,348,28.3,80.5
1,343,30,88
1,298,24.6,83.2
1,327,22.6,86.6
1,297,27.5,83
1,326,26.7,81.8
1,308,27.6,83.3
1,335,27.4,81.7
1,307,25.3,84.6
1,299,27.9,82.9
1,284,27.3,93.9
1,294,27.1,85.9
1,319,26.2,86.8
1,302,26.1,92
1,299,28.7,88.4
1,272,28.4,94.5
1,278,27.6,83
1,398,29.8,86.1
1,263,27,85.2
1,254,25.3,88.9
1,384,28.6,92.6
1,288,27.2,87.1
1,283,28.2,90.4
1,317,26.1,91
1,296,27.4,91
1,290,26.9,84.3
1,271,28.4,84.3
1,352,28.5,90.9
1,363,27.5,84.6
1,387,25.9,93.3
1,314,28.7,79.7
1,330,26.3,87.1
1,335,26.5,80.7
1,330,26.7,92.6
1,336,26.5,86.5
1,365,25.1,84.3
1,335,27.8,80.5
1,299,24.6,90.4
1,253,28.3,89.5
1,342,28,89.5
1,327,26.1,85.8
1,312,25.5,91.7
1,320,27.9,91.7
1,307,25.9,85.6
1,289,29.4,84.7
1,327,27.5,89.6
1,286,27.7,81.6
1,299,25.3,81.8
1,335,30.6,89.9
1,303,26.4,87
1,386,26.8,79.1
1,229,27.7,76.9
1,316,28.8,89.8
1,398,28.8,91.6
1,326,30.6,85.8
1,273,27.9,85.9
1,323,28.3,93.9
1,397,27.4,85.8
1,316,25.8,80.7
1,308,27.4,89.9
1,308,27.9,86.6
1,323,28.1,85.1
1,321,28,83
1,311,26.5,85.6
1,290,29.9,84.9
1,277,28.1,85.8
1,293,26.7,84.9
1,257,26.6,76.9
1,296,27.6,80.7
1,317,28,81.5
1,331,25.5,88.2
1,287,26.2,89.5
1,289,29,87.1
1,312,25.3,88.6
1,263,26.7,79.7
1,289,27.6,84.6
1,385,26.2,91.7
1,313,27.1,86.1
1,242,29.1,83.6
1,325,26.6,92
1,322,25.9,90.4
1,380,28.7,79.5
1,367,28,89.7
1,274,27.6,87
1,289,28.6,89.4
1,391,27,89.9
1,302,28,89.9
1,308,27.6,86.3
1,277,27.6,87.8
1,308,25.5,80.3
1,277,27.5,80.3
1,312,27.5,87.1
1,341,28.5,85.8
1,234.08324374034123,25.3,91.2
1,287.8070729672918,25.7,90.6
1,247.43013660425444,28.2,94.3
1,246.80952802718136,26.6,93.3
1,240.6214480257319,28.2,86.7
1,250.06829317208533,28.1,84.7
1,245.94048695771912,28.1,93.8
1,241.45610367103995,29.1,86.7
1,232.12686321276996,27.7,84.2
1,252.7560335580538,27.4,93.8
1,270.0502846693556,29.3,86.8
1,266.68959601941737,28.4,88.1
1,262.7793335195902,27.9,93.2
1,266.47910330830825,29.3,84
1,243.54943671665512,29.3,84
1,239.42110391525645,26.4,82.4
1,249.27051695898578,28.6,81.8
1,224.4698476410585,29.4,93.8
1,227.53009691027694,28,81.8
1,247.61059397772144,27.7,92.8
1,273.7303257770319,28.5,91.2
