batter_name,description,bb_type,events,Bases,outs_when_up,on_1b,on_2b,on_3b,delta_run_exp,hard_hit,chase,whiff,height,width,plate_x,plate_z,release_speed,release_spin_rate,launch_speed,p_throws,pitch_name,called_strike,line_drive,fly_ball,ground_ball,game_year
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,-0.034,0,0,0,Middle,Left,-0.61,2.87,89.1,2674,75.1,L,Cutter,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.027,NA,NA,NA,High,Right Out Of Zone,1.19,3.25,81.6,2010,NA,L,Changeup,0,0,0,0,2018
Cody Bellinger,hit_into_play,ground_ball,ground_ball,No Runners,0,NA,NA,NA,-0.332,1,0,0,Middle,Right,0.31,2.6,89.8,2249,102.9,L,4-Seam Fastball,0,0,0,1,2018
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.064,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-0.89,0.89,87.2,2537,NA,L,Cutter,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.036,NA,NA,NA,Low Out Of Zone,Left,-0.3,1.07,86.3,2420,NA,L,Cutter,0,0,0,0,2018
Cody Bellinger,hit_into_play,popup,popup,2nd,2,NA,518735,NA,-0.344,0,1,0,Middle,Right Out Of Zone,0.82,2.62,94.7,2530,80.8,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,2nd,2,NA,518735,NA,0.026,NA,NA,NA,High,Left Out Of Zone,-0.94,3.62,94.8,2403,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,strikeout,1st & 2nd,2,457759,571970,NA,-0.271,NA,1,1,High Out Of Zone,Middle,-0.14,3.71,95.1,2318,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,1st & 2nd,2,457759,571970,NA,-0.114,NA,NA,NA,Low,Middle,-0.13,1.93,94.4,2251,NA,R,4-Seam Fastball,1,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,1st & 2nd,2,457759,571970,NA,-0.06,NA,NA,NA,Middle,Left,-0.49,2.44,95.5,2402,NA,R,4-Seam Fastball,1,0,0,0,2018
Cody Bellinger,ball,ball,walk,No Runners,1,NA,NA,NA,0.145,NA,NA,NA,Middle,Left Out Of Zone,-1.26,2.55,89.6,2507,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,No Runners,1,NA,NA,NA,-0.045,NA,NA,NA,Low,Left,-0.42,2.23,88.8,2516,NA,R,4-Seam Fastball,1,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.083,NA,NA,NA,Middle,Left Out Of Zone,-1.14,2.48,90.2,2257,NA,R,Sinker,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.049,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.85,1.51,84,1642,NA,R,Changeup,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.027,NA,NA,NA,Low,Left Out Of Zone,-1.81,1.82,91,2151,NA,R,Sinker,0,0,0,0,2018
Cody Bellinger,hit_into_play,popup,popup,No Runners,0,NA,NA,NA,-0.232,0,1,0,Middle,Right Out Of Zone,0.76,2.52,86.4,2517,80,R,Cutter,0,0,0,0,2018
Cody Bellinger,hit_into_play,line_drive,line_drive,No Runners,0,NA,NA,NA,-0.21,1,1,0,Middle,Left Out Of Zone,-0.74,2.59,91.1,2454,99.1,R,4-Seam Fastball,0,1,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.043,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,0.74,-0.62,77.5,2473,NA,R,Curveball,0,0,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,0,NA,NA,NA,-0.056,NA,0,1,High,Left,-0.34,3.54,89.7,2514,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.028,NA,NA,NA,Low,Left Out Of Zone,-1.36,2.09,89.6,2316,NA,R,Sinker,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.036,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.03,1.63,89.8,2386,NA,R,Sinker,1,0,0,0,2018
Cody Bellinger,foul_tip,foul_tip,strikeout,3rd,2,NA,NA,592518,-0.282,NA,0,0,Middle,Middle,0.01,2.84,98.5,2634,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,3rd,2,NA,NA,592518,0,NA,0,0,Middle,Middle,-0.06,2.33,89.9,2728,NA,R,Slider,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,3rd,2,NA,NA,592518,-0.086,NA,0,0,Low,Middle,-0.08,2.1,98,2630,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,3rd,2,NA,NA,592518,-0.047,0,0,0,Low,Left,-0.35,1.87,88.1,1929,65.3,R,Changeup,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,3rd,2,NA,NA,592518,0.057,NA,NA,NA,Low Out Of Zone,Right,0.32,1.59,89.7,1756,NA,R,Changeup,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,3rd,2,NA,NA,592518,0.022,NA,NA,NA,High Out Of Zone,Right,0.35,4.08,97.8,2324,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,hit_into_play,line_drive,double,1st,1,592518,NA,NA,1.02,1,0,0,Low,Left,-0.33,2.18,84.8,2977,95.3,R,Curveball,0,1,0,0,2018
Cody Bellinger,foul,foul,NA,1st,1,592518,NA,NA,-0.074,0,0,0,High,Left,-0.64,3.4,98,2447,83,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,1st,1,592518,NA,NA,-0.058,NA,NA,NA,Low,Left,-0.31,1.65,88.2,1797,NA,R,Changeup,1,0,0,0,2018
Cody Bellinger,ball,ball,NA,1st,1,592518,NA,NA,0.038,NA,NA,NA,High Out Of Zone,Middle,0.19,4.02,97.6,2442,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,hit_into_play,fly_ball,fly_ball,1st & 2nd,1,592518,592626,NA,-0.492,0,0,0,Middle,Right,0.58,2.66,97.3,2291,83.4,R,4-Seam Fastball,0,0,1,0,2018
Cody Bellinger,hit_into_play,ground_ball,ground_ball,No Runners,2,NA,NA,NA,-0.095,1,0,0,Low,Middle,-0.16,1.85,87.3,2277,96.3,R,Slider,0,0,0,1,2018
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.011,NA,NA,NA,Middle,Left Out Of Zone,-1.51,2.62,89.6,1547,NA,R,Changeup,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,No Runners,2,NA,NA,NA,-0.016,NA,NA,NA,Low,Middle,-0.22,1.79,85.3,2312,NA,R,Slider,1,0,0,0,2018
Cody Bellinger,hit_into_play,line_drive,single,No Runners,2,NA,NA,NA,0.125,0,0,0,Low,Right,0.63,2.12,94.2,2258,87.4,R,4-Seam Fastball,0,1,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,2,NA,NA,NA,-0.019,NA,1,1,Low Out Of Zone,Right Out Of Zone,1.11,1.21,87.6,1046,NA,R,Split-Finger,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.014,NA,NA,NA,Low Out Of Zone,Middle,-0.17,-0.07,88.1,1194,NA,R,Split-Finger,0,0,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,strikeout,No Runners,0,NA,NA,NA,-0.167,NA,0,1,High,Right,0.29,2.99,99,2271,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,0,0,0,0,High,Middle,-0.19,3.64,99,2192,78.4,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.023,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-1.22,3.66,88.6,1373,NA,R,Split-Finger,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,-0.051,1,0,0,Low,Right,0.4,2.13,95.4,2538,96,R,Cutter,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.036,NA,NA,NA,Low,Left,-0.29,2.18,80.9,2242,NA,R,Curveball,1,0,0,0,2018
Cody Bellinger,called_strike,called_strike,strikeout,No Runners,2,NA,NA,NA,-0.085,NA,NA,NA,Low,Right,0.52,2.1,81.5,2343,NA,R,Curveball,1,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.018,NA,NA,NA,Low Out Of Zone,Left,-0.49,1.1,81.1,2270,NA,R,Curveball,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,No Runners,2,NA,NA,NA,-0.028,NA,0,0,High,Right,0.25,3.49,98.9,2307,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,No Runners,2,NA,NA,NA,-0.019,0,0,0,High,Right,0.36,3.12,99.2,2315,70.5,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.014,NA,NA,NA,High,Right,0.41,3.58,99.1,2271,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,hit_into_play,popup,popup,1st,1,571970,NA,NA,-0.377,0,0,0,High,Right,0.41,3.21,98.3,2326,76,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,1st,1,571970,NA,NA,-0.11,0,0,0,High,Left,-0.61,3.13,91,2544,20.3,R,Cutter,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,1st,1,571970,NA,NA,0.132,NA,NA,NA,Low Out Of Zone,Right,0.38,1.55,79.7,2366,NA,R,Curveball,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,1st,1,571970,NA,NA,0.066,NA,NA,NA,Low,Right Out Of Zone,0.89,1.73,80.7,2402,NA,R,Curveball,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,1st,1,571970,NA,NA,0.028,NA,NA,NA,High Out Of Zone,Right,0.43,4.35,97.9,2319,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,1st,1,571970,NA,NA,-0.047,NA,NA,NA,High,Right,0.42,3.38,97.6,2356,NA,R,4-Seam Fastball,1,0,0,0,2018
Cody Bellinger,hit_into_play,popup,popup,2nd,1,NA,571771,NA,-0.223,0,0,0,High,Middle,-0.16,3.15,81.9,2748,86.1,L,Slider,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,2nd,1,NA,571771,NA,-0.066,NA,NA,NA,Low,Right,0.28,1.99,81.2,2663,NA,L,Slider,1,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,2nd,1,NA,571771,NA,-0.051,NA,NA,NA,Middle,Middle,-0.22,2.9,80.7,2668,NA,L,Slider,1,0,0,0,2018
Cody Bellinger,called_strike,called_strike,strikeout,1st & 2nd,1,457759,571970,NA,-0.42,NA,NA,NA,Low Out Of Zone,Left,-0.62,1.58,88.9,2169,NA,R,4-Seam Fastball,1,0,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,NA,1st & 2nd,1,457759,571970,NA,-0.123,NA,1,1,Low Out Of Zone,Left Out Of Zone,-0.72,1.14,79.4,2038,NA,R,Changeup,0,0,0,0,2018
Cody Bellinger,blocked_ball,blocked_ball,NA,1st & 2nd,1,457759,571970,NA,0.084,NA,NA,NA,Low Out Of Zone,Middle,-0.02,0.57,78.9,2171,NA,R,Changeup,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,1st & 2nd,1,457759,571970,NA,0.045,NA,NA,NA,High Out Of Zone,Right,0.27,3.94,86.4,2110,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,1st & 2nd,1,457759,571970,NA,-0.063,NA,NA,NA,Low,Middle,-0.18,2.02,78.9,2157,NA,R,Changeup,1,0,0,0,2018
Cody Bellinger,hit_into_play,line_drive,single,1st,1,457759,NA,NA,0.498,0,1,0,Middle,Left Out Of Zone,-0.76,2.34,79.7,2131,79.6,R,Changeup,0,1,0,0,2018
Cody Bellinger,ball,ball,NA,1st,1,457759,NA,NA,0.028,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.24,1.11,79.9,2073,NA,R,Changeup,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,1st,1,457759,NA,NA,-0.047,NA,NA,NA,Middle,Left Out Of Zone,-0.81,2.73,87.9,2042,NA,R,4-Seam Fastball,1,0,0,0,2018
Cody Bellinger,ball,ball,walk,No Runners,0,NA,NA,NA,0.239,NA,NA,NA,Low,Right Out Of Zone,1.26,2.19,89.1,2272,NA,L,Sinker,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.073,NA,NA,NA,Middle,Right,0.52,2.77,89.4,2256,NA,L,Sinker,1,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.126,NA,NA,NA,High,Right Out Of Zone,2.15,3.35,90,2264,NA,L,Sinker,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.064,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-0.85,0.99,80.6,2522,NA,L,Slider,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.036,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-0.96,1.36,81.8,2486,NA,L,Slider,0,0,0,0,2018
Cody Bellinger,hit_into_play,ground_ball,ground_ball,No Runners,0,NA,NA,NA,-0.196,0,0,0,Low,Middle,-0.02,2.14,84.5,2168,91.5,R,Curveball,0,0,0,1,2018
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,0,NA,NA,NA,-0.036,NA,0,1,Low,Left,-0.58,2.23,85.4,1487,NA,R,Changeup,0,0,0,0,2018
Cody Bellinger,ball,ball,walk,Bases Loaded,2,518735,457759,571970,0.803,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-0.93,1.2,91.9,1892,NA,R,Sinker,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,Bases Loaded,2,518735,457759,571970,-0.22,0,1,0,High,Right Out Of Zone,0.84,3.01,92,2050,72.6,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,Bases Loaded,2,518735,457759,571970,-0.209,NA,NA,NA,Middle,Left,-0.51,2.7,91.3,2069,NA,R,4-Seam Fastball,1,0,0,0,2018
Cody Bellinger,ball,ball,NA,Bases Loaded,2,518735,457759,571970,0.263,NA,NA,NA,Low,Right Out Of Zone,0.99,2.29,92.7,2058,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,Bases Loaded,2,518735,457759,571970,0.23,NA,NA,NA,Middle,Left,-0.58,2.42,92.1,2048,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,Bases Loaded,2,518735,457759,571970,0.141,NA,NA,NA,High,Right Out Of Zone,1.42,3.12,91.9,2045,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,hit_into_play,ground_ball,ground_ball,1st & 3rd,0,518735,NA,461314,-0.508,0,0,0,Low,Left,-0.34,2.01,85.7,1499,82.9,R,Changeup,0,0,0,1,2018
Cody Bellinger,hit_into_play,ground_ball,grounded_into_double_play,1st,0,518735,NA,NA,-0.485,1,1,0,Low Out Of Zone,Middle,0.21,1.55,86,2366,95,R,Curveball,0,0,0,1,2018
Cody Bellinger,ball,ball,NA,1st,0,518735,NA,NA,0.062,NA,NA,NA,High Out Of Zone,Middle,-0.02,4.21,93.3,2053,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,1st,0,518735,NA,NA,-0.076,0,0,0,High,Right,0.64,3.58,93.1,2121,78.7,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,1st,0,518735,NA,NA,-0.072,NA,0,0,Middle,Middle,-0.06,2.32,92.4,1926,NA,R,Sinker,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,1st,0,518735,NA,NA,0.059,NA,NA,NA,Middle,Right Out Of Zone,1.15,2.49,92.3,2065,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,ball,ball,walk,No Runners,1,NA,NA,NA,0.213,NA,NA,NA,High,Left,-0.45,3.42,90.9,1706,NA,L,Sinker,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,-0.068,NA,0,0,Middle,Right,0.4,2.67,91.1,1829,NA,L,Sinker,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.083,NA,NA,NA,Low Out Of Zone,Right,0.61,1.45,82.9,1603,NA,L,Changeup,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.037,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.52,1.59,90.8,1752,NA,L,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.02,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.24,1.28,85.8,1930,NA,L,Cutter,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,No Runners,1,NA,NA,NA,-0.026,NA,NA,NA,Low,Right,0.24,1.76,76.9,2161,NA,L,Curveball,1,0,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,strikeout,1st & 2nd,2,571970,571771,NA,-0.271,NA,1,1,Middle,Right Out Of Zone,1.17,2.98,84.1,1614,NA,L,Changeup,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,1st & 2nd,2,571970,571771,NA,-0.114,0,0,0,Middle,Middle,-0.02,2.93,91.6,1966,73.2,L,Sinker,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,1st & 2nd,2,571970,571771,NA,-0.06,NA,NA,NA,Middle,Left,-0.7,2.58,92.3,1949,NA,L,Sinker,1,0,0,0,2018
Cody Bellinger,ball,ball,walk,1st,0,624577,NA,NA,0.328,NA,NA,NA,High,Left,-0.35,3.36,92.2,1828,NA,L,Sinker,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,1st,0,624577,NA,NA,0.169,NA,NA,NA,Low Out Of Zone,Left,-0.3,1.1,83.8,1711,NA,L,Changeup,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,1st,0,624577,NA,NA,0.078,NA,NA,NA,Low Out Of Zone,Middle,-0.12,1.57,92.6,1761,NA,L,Sinker,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,1st,0,624577,NA,NA,-0.072,NA,NA,NA,Middle,Left,-0.31,2.91,89.8,2003,NA,L,Sinker,1,0,0,0,2018
Cody Bellinger,ball,ball,NA,1st,0,624577,NA,NA,0.059,NA,NA,NA,Low,Left Out Of Zone,-1.31,2.14,88.9,1959,NA,L,Sinker,0,0,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,strikeout,No Runners,2,NA,NA,NA,-0.085,NA,1,1,Low,Left Out Of Zone,-1.04,2.02,74.8,2796,NA,R,Curveball,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.018,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-1.32,4.37,91.6,2185,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,2,NA,NA,NA,-0.028,NA,1,1,Middle,Left Out Of Zone,-0.94,2.33,92.3,2079,NA,R,Sinker,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,No Runners,2,NA,NA,NA,-0.019,NA,NA,NA,Middle,Right,0.42,2.47,75.2,2752,NA,R,Curveball,1,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.014,NA,NA,NA,Low Out Of Zone,Middle,0.05,1.14,75,2715,NA,R,Curveball,0,0,0,0,2018
Cody Bellinger,hit_into_play,ground_ball,force_out,1st & 3rd,1,592626,NA,523253,-0.559,0,1,0,Low,Left Out Of Zone,-0.94,2.29,83.9,1628,90.6,R,Changeup,0,0,0,1,2018
Cody Bellinger,foul,foul,NA,1st & 3rd,1,592626,NA,523253,-0.101,NA,1,0,Middle,Left Out Of Zone,-1.14,2.79,90.7,2053,NA,R,Sinker,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,1st & 3rd,1,592626,NA,523253,0.055,NA,NA,NA,High,Left Out Of Zone,-2.12,3.06,83,1502,NA,R,Changeup,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,strikeout,No Runners,0,NA,NA,NA,-0.21,NA,NA,NA,Low Out Of Zone,Middle,0.15,1.5,91.9,2108,NA,R,4-Seam Fastball,1,0,0,0,2018
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,0,NA,1,0,Low Out Of Zone,Middle,-0.07,1.25,83.2,1603,NA,R,Changeup,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.043,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1.36,0.58,76,2714,NA,R,Curveball,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.056,NA,NA,NA,Low,Left,-0.44,2.19,74.7,2698,NA,R,Curveball,1,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.028,NA,NA,NA,High Out Of Zone,Middle,0.11,3.85,90.1,2089,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,0,NA,NA,NA,-0.036,NA,0,1,Middle,Left,-0.44,2.32,81.7,1628,NA,R,Changeup,0,0,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,strikeout,3rd,0,NA,NA,592626,-0.272,NA,1,1,High Out Of Zone,Middle,-0.06,3.94,92.2,2076,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,3rd,0,NA,NA,592626,-0.081,NA,0,0,Middle,Middle,0.18,2.83,91.1,2190,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,3rd,0,NA,NA,592626,0.027,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-0.94,3.76,90.3,2145,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,3rd,0,NA,NA,592626,-0.051,0,1,0,Middle,Right Out Of Zone,1.08,2.5,74.6,2637,74.7,R,Curveball,0,0,0,0,2018
Cody Bellinger,hit_into_play,fly_ball,fly_ball,No Runners,1,NA,NA,NA,-0.167,0,1,0,Middle,Right Out Of Zone,0.84,2.68,91.2,2305,76.4,L,Sinker,0,0,1,0,2018
Cody Bellinger,swinging_strike,swinging_strike,strikeout,No Runners,2,NA,NA,NA,-0.067,NA,0,1,Middle,Middle,0.22,2.34,87.7,2356,NA,L,Cutter,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.008,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.93,1.32,81.9,2731,NA,L,Curveball,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,No Runners,2,NA,NA,NA,-0.025,NA,NA,NA,Middle,Right,0.31,2.92,89.9,2184,NA,L,Sinker,1,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,No Runners,2,NA,NA,NA,-0.016,NA,NA,NA,High,Left Out Of Zone,-1.14,3.18,91,2271,NA,L,Sinker,1,0,0,0,2018
Cody Bellinger,hit_into_play,ground_ball,ground_ball,2nd & 3rd,1,NA,461314,457759,-0.275,0,0,0,Low,Left,-0.52,2.28,89.5,2356,93.7,L,Sinker,0,0,0,1,2018
Cody Bellinger,called_strike,called_strike,NA,2nd & 3rd,1,NA,461314,457759,-0.11,NA,NA,NA,High,Middle,0.13,3.11,90,2336,NA,L,Sinker,1,0,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,strikeout,1st & 2nd,0,571970,592518,NA,-0.326,NA,1,1,Low Out Of Zone,Right,0.55,1.17,83.6,2055,NA,L,Changeup,0,0,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,NA,1st & 2nd,0,571970,592518,NA,-0.117,NA,0,1,Low,Left,-0.32,2.1,89,2244,NA,L,Cutter,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,1st & 2nd,0,571970,592518,NA,-0.09,NA,NA,NA,Low,Right,0.54,1.9,90.6,2171,NA,L,Sinker,1,0,0,0,2018
Cody Bellinger,hit_into_play,ground_ball,force_out,1st,0,461314,NA,NA,-0.677,1,0,0,Low,Left,-0.33,2.24,93.2,2537,95.7,R,Cutter,0,0,0,1,2018
Cody Bellinger,ball,ball,NA,1st,0,461314,NA,NA,0.106,NA,NA,NA,Low,Right Out Of Zone,1.03,2.01,93,2541,NA,R,Cutter,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,1st,0,461314,NA,NA,0.059,NA,NA,NA,Low,Right Out Of Zone,0.94,2.3,93.2,2532,NA,R,Cutter,0,0,0,0,2018
Cody Bellinger,hit_into_play,ground_ball,single,1st,2,457759,NA,NA,0.283,1,0,0,Middle,Middle,0.13,2.92,91.8,2493,104.9,R,Cutter,0,0,0,1,2018
Cody Bellinger,hit_into_play,ground_ball,ground_ball,1st,1,571970,NA,NA,-0.383,0,0,0,Middle,Left,-0.43,2.33,92.4,2418,84.7,R,Cutter,0,0,0,1,2018
Cody Bellinger,swinging_strike,swinging_strike,strikeout,Bases Loaded,0,518735,608369,621035,-0.577,NA,1,1,Low,Left Out Of Zone,-1.01,2.24,88.4,1751,NA,R,Changeup,0,0,0,0,2018
Cody Bellinger,foul,foul,NA,Bases Loaded,0,518735,608369,621035,0,NA,0,0,Middle,Left,-0.27,2.38,96.6,2159,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,called_strike,called_strike,NA,Bases Loaded,0,518735,608369,621035,-0.183,NA,NA,NA,Low,Left,-0.37,2.29,96.5,2156,NA,R,4-Seam Fastball,1,0,0,0,2018
Cody Bellinger,swinging_strike,swinging_strike,NA,Bases Loaded,0,518735,608369,621035,-0.156,NA,0,1,Low,Left,-0.63,2.17,96.3,2097,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,Bases Loaded,0,518735,608369,621035,0.133,NA,NA,NA,High,Left Out Of Zone,-0.81,3.28,95.5,2072,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,hit_into_play,ground_ball,grounded_into_double_play,1st,1,518735,NA,NA,-0.497,0,1,0,Low Out Of Zone,Middle,0.19,1.48,88.8,1804,82.2,R,Changeup,0,0,0,1,2018
Cody Bellinger,blocked_ball,blocked_ball,NA,1st,1,518735,NA,NA,0.075,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,0.72,-0.11,88.2,1756,NA,R,Changeup,0,0,0,0,2018
Cody Bellinger,ball,ball,NA,1st,1,518735,NA,NA,0.038,NA,NA,NA,Low,Right Out Of Zone,1.27,2.1,95.7,2121,NA,R,4-Seam Fastball,0,0,0,0,2018
Cody Bellinger,hit_into_play,fly_ball,fly_ball,No Runners,0,NA,NA,NA,-0.274,0,0,0,Middle,Middle,0.18,2.38,83.9,2880,92.3,R,Curveball,0,0,1,0,2018
